dataset,protocol,test_cell,row_index,cycle_number,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,48,5300.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8115996346341946,0.817130087040475,0.005530452406280362,0.9759999998095736,6.4308820001315325,7.406881999941106,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,49,5400.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8092949035875885,0.814201773880543,0.004906870292954557,1.0038520001671714,6.363889999875028,7.367742000042199,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,50,5500.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8040473107856494,0.8086475725362599,0.004600261750610457,0.9920019999754004,6.824174000030325,7.816176000005726,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,51,5600.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8043008913509206,0.8101068385857857,0.00580594723486505,1.3390839999374293,7.104264000190597,8.443348000128026,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,52,5700.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8021222991198484,0.8075427774905182,0.0054204783706697235,1.0674299999209325,6.8786159999945085,7.946045999915441,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,53,5800.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7988318806009727,0.8049210653744645,0.006089184773491851,1.0995100001309766,7.090973000003942,8.190483000134918,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,54,5900.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7975083272562412,0.8033462925389553,0.005837965282714075,1.1167699999532488,6.473147000178869,7.589917000132118,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,55,6000.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7957091281373936,0.8018916655872156,0.006182537449822001,0.994631999901685,6.6219949999322125,7.616626999833898,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,56,6100.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7922496508333569,0.7978552654702841,0.005605614636927214,1.0620120001476607,6.246286000077816,7.308298000225477,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,57,6200.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7925013185026814,0.7991860820494149,0.00668476354673353,0.9725679999519343,6.4684669998769095,7.441034999828844,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,58,6300.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7903439313034647,0.7966911586222356,0.006347227318770909,0.9783529999367602,6.3086249999741995,7.28697799991096,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,59,6400.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7864526763105241,0.7927548994464733,0.006302223135949192,1.0168859998884727,6.568067999978666,7.584953999867139,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,60,6500.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7869654766759802,0.7941911723323211,0.0072256956563409025,1.0149239999464044,6.22197600000618,7.236899999952584,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,61,6600.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7847718420047651,0.7919113430886399,0.007139501083874733,1.0014520000822813,6.404433999932735,7.405886000015016,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,62,6700.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7815252944168616,0.7889363934896908,0.007411099072829219,1.0004099999605387,6.218629999921177,7.219039999881716,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,63,6800.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7814651034832552,0.78979991910956,0.008334815626304892,0.9857939999164955,6.158983999966949,7.144777999883445,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,64,6900.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7798785735508862,0.7873185589764468,0.007439985425560569,1.015958999914801,6.207846000052086,7.223804999966887,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,65,7000.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7753883248459464,0.7835525290977918,0.008164204251845386,0.9867809999377641,6.529211999804829,7.515992999742593,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,66,7100.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7753883248459464,0.784170498837782,0.008782173991835562,1.0238470001695532,6.5641779999623395,7.588025000131893,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,67,7200.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7779231095197319,0.7841749943371381,0.006251884817406239,1.0132069999144733,6.353489000048285,7.366695999962758,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,68,7300.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.773953607918759,0.7828934931140039,0.008939885195244912,0.972234000073513,6.171890000132407,7.14412400020592,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,69,7400.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7717875186682972,0.7813731101813299,0.009585591513032732,0.9695290000308887,6.279957000060676,7.249486000091565,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,70,7500.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7688532848321806,0.7796958570159194,0.010842572183738741,0.9851120000803348,6.292952000194418,7.278064000274753,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,71,7600.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7682106895603251,0.7778071321317008,0.009596442571375707,0.9667059998719196,6.477594999978464,7.444300999850384,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,72,7700.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7668040273467023,0.7766304748751243,0.009826447528421989,1.0090240000408812,6.29205399991406,7.301077999954941,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,73,7800.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7633855168204102,0.7741486351149144,0.01076311829450416,1.000296000029266,6.286182000167173,7.286478000196439,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,74,7900.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.763508806992054,0.7728429204810985,0.009334113489044449,0.9790379999685683,6.503093999981502,7.48213199995007,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,75,8000.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7617888445406081,0.7727480404868196,0.01095919594621142,1.0371270000177901,6.29639099997803,7.33351799999582,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,76,8100.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.757685458226604,0.7700926409106045,0.012407182684000428,0.9820840000429598,6.189931000108118,7.172015000151077,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,77,8200.0,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.75854593254061,0.7693567217503853,0.010810789209775296,0.9829699999954755,6.463201000087793,7.446171000083268,6.62109375,3,0.004627694900774873
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,0,0.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,1.0,1.0073845185780654,0.0073845185780654354,1.618796000002476,10.749792999831698,12.368588999834174,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,1,100.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9879341903869114,0.9933430801786087,0.005408889791697291,1.543038000136221,10.635542000045461,12.178580000181682,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,2,200.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9819185685326264,0.9895892607001759,0.007670692167549564,1.551937999920483,10.37241000017275,11.924348000093232,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,3,300.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9779901456267632,0.9832874538890881,0.005297308262324885,1.5593620000800001,10.375078999913967,11.934440999993967,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,4,400.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.971933813142211,0.9772672100414588,0.005333396899247833,1.5688330001921713,10.540653999896676,12.109487000088848,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,5,500.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9673496633874816,0.9729816103211636,0.005631946933681964,1.503186000036294,10.439119000011488,11.942305000047782,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,6,600.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9628059674337692,0.9670545530822149,0.0042485856484456574,1.536517999966236,10.417853000035393,11.954371000001629,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,7,700.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9599805615275302,0.9629888803443596,0.0030083188168293917,1.5696109999225882,10.368639000034818,11.938249999957407,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,8,800.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9549960513654362,0.9569938707959882,0.0019978194305519947,1.5987589999895135,10.380929000120886,11.9796880001104,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,9,900.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9505271222934892,0.9532247649153003,0.002697642621811047,1.470152999900165,10.304813000175272,11.774966000075437,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,10,1000.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9462932123200192,0.9486282474038249,0.0023350350838057254,1.5202629999748751,10.70743299987953,12.227695999854404,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,11,1100.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9420556121867812,0.9444631384557941,0.0024075262690128607,1.5551970000160509,10.558193999941068,12.113390999957119,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,12,1200.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9379746201503268,0.9403241879679503,0.0023495678176234103,1.5245059998960642,10.660229000222898,12.184735000118962,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,13,1300.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9340530286945622,0.9366605141778425,0.0026074854832802696,1.5644289999272587,10.423924999940937,11.988353999868195,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,14,1400.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9303329460978876,0.9332379749938836,0.002905028895995976,1.5649920001123974,10.395886999958748,11.960879000071145,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,15,1600.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.92249525210398,0.9005252733598936,0.02196997874408635,1.5680900000916154,10.45809300012479,12.026183000216406,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,16,1800.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9144596673802964,0.9187619371740523,0.0043022697937559196,1.5059729998938565,10.572773999911078,12.078746999804935,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,17,1900.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.910206122615971,0.9149768798669161,0.004770757250945112,1.4682849998735037,10.305928999969183,11.774213999842686,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,18,2000.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9061316498413768,0.9112999541676758,0.005168304326299,1.5031610000733053,10.439667000127884,11.942828000201189,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,19,2100.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9030017875869772,0.9076174025968349,0.004615615009857632,1.5679910000017117,10.324534000119456,11.892525000121168,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,20,2200.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8983125553947697,0.9043717475489093,0.0060591921541395255,1.549198000020624,10.380065000163086,11.92926300018371,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,21,2300.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8949125087814178,0.8996800855485233,0.004767576767105486,1.5205380000224977,10.412271999939549,11.932809999962046,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,22,2400.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8905732968994196,0.8968873364959513,0.006314039596531762,1.5127419999316771,10.262954999916474,11.77569699984815,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,23,2500.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8879613973915149,0.8934339908890016,0.005472593497486633,1.5132789999370289,10.258195000005799,11.771473999942828,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,24,2600.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8831976725985075,0.8901337096899817,0.006936037091474279,1.5428379999775643,10.335205000046699,11.878043000024263,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,25,2700.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8811590400633876,0.8866522715289643,0.005493231465576676,1.5055300000312855,10.359761000017897,11.865291000049183,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,26,2800.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.877879197869749,0.8836449298649264,0.005765731995177381,1.5384810001251026,10.281033999945066,11.819515000070169,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,27,2900.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.872699646802078,0.8796489077575893,0.006949260955511294,1.5438780001204577,10.686604000056832,12.23048200017729,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,28,3000.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.871545753698075,0.8781127617928576,0.0065670080947826115,1.5359129999978904,10.372890999860829,11.90880399985872,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,29,3100.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8687317985174979,0.8748041620480611,0.006072363530563174,1.5389539998977853,11.110978000033356,12.649931999931141,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,30,3200.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.86424500722424,0.870771208421378,0.006526201197137982,1.6045489999214624,10.790625000026921,12.395173999948383,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,31,3300.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8629547013652372,0.8687526578391039,0.005797956473866717,1.5388830001938913,10.505044000183261,12.043927000377153,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,32,3500.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8553560770889814,0.8636384756257875,0.008282398536806124,1.5546730001005926,11.42805499989663,12.982727999997223,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,33,3600.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.854735710432437,0.8605188640534362,0.005783153620999237,1.5986190001058276,10.517463000041971,12.116082000147799,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,34,3700.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8517263992010133,0.8593491098392777,0.007622710638264363,1.499590999856082,10.568481000063912,12.068071999919994,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,35,3800.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8462746240219763,0.853798408693736,0.007523784671759737,1.5343800000664487,10.30457199999546,11.838952000061909,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,36,3900.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.845960046064381,0.8525410896675433,0.006581043603162251,1.5647870000066177,10.368997000114177,11.933784000120795,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,37,4000.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8436530255309312,0.8500524634629324,0.006399437932001151,1.5167459998792765,11.763964000010674,13.28070999988995,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,38,4100.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8394916520881424,0.8464588647376047,0.006967212649462318,1.5713080001660273,10.446272999843131,12.017581000009159,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,39,4200.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8381944392978427,0.8455670678392307,0.007372628541388093,1.502106000089043,10.364416999891546,11.866522999980589,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,40,4300.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8356091274637388,0.842331591115689,0.006722463651950172,1.5645779999431397,12.185714999986885,13.750292999930025,11.201171875,5,0.004973479795625429
Dataset 2,BMS-1_runtime_fast_pruned,Cell1,41,4400.0,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8330633035869601,0.8396159569132985,0.006552653326338365,1.5942720001476118,10.566060999963156,12.160333000110768,11.201171875,5,0.004973479795625429
