scenario,description,exclude_outliers,feature,n_features
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_mean_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_std_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,peak_width_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,q_delta_window_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,charge_time_window_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_mean_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_std_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_abs_mean_medium_32_35,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_area_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_mean_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_std_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,peak_width_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,q_delta_window_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,charge_time_window_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_mean_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_std_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_abs_mean_narrow_33_345,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_area_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_mean_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_std_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,peak_width_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,q_delta_window_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,charge_time_window_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_mean_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_std_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_abs_mean_paper_335_350,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_area_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_mean_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,ic_std_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,peak_width_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,q_delta_window_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,charge_time_window_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_mean_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_std_very_narrow_335_340,46
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",True,dva_abs_mean_very_narrow_335_340,46
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,cycle_number,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_voltage_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_area_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_mean_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,q_delta_window_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,charge_time_window_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_norm_full_27_36,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_voltage_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_area_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_mean_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,q_delta_window_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,charge_time_window_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_norm_medium_32_35,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_voltage_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_area_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_mean_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,q_delta_window_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,charge_time_window_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_norm_narrow_33_345,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_voltage_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_area_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_mean_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,q_delta_window_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,charge_time_window_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_norm_paper_335_350,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_voltage_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_area_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,ic_mean_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,q_delta_window_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,charge_time_window_very_narrow_335_340,36
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",True,pmax_norm_very_narrow_335_340,36
