dataset,protocol,test_cell,row_index,cycle_number,stress_scenario,scenario_family,allowed_windows,removed_feature_group,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,15,920.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9633435897661076,1.0,0.036656410233892434,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,16,986.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.961298743211923,1.0,0.03870125678807701,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,17,1052.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9590394739104976,1.0,0.0409605260895024,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,18,1128.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.956851776433912,1.0,0.04314822356608805,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,19,1202.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9546106562250832,1.0,0.04538934377491677,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,20,1269.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.952680119681555,1.0,0.04731988031844503,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,21,1336.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9501367585354644,1.0,0.04986324146453558,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,22,1404.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9486053556655002,1.0,0.051394644334499806,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,23,1471.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9464911327412204,1.0,0.05350886725877957,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,24,1536.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9444999284647654,1.0,0.05550007153523462,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,25,1611.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9430447810564422,1.0,0.05695521894355782,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,26,1678.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9413253740780464,1.0,0.058674625921953605,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,27,1744.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9391856106968348,1.0,0.060814389303165184,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,28,1811.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9370847800465328,1.0,0.06291521995346716,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,29,1875.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9356552462769672,1.0,0.06434475372303283,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,30,1942.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9331770901369528,1.0,0.06682290986304718,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,31,2010.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9314625863408276,1.0,0.06853741365917243,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,32,2078.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9295354893430764,1.0,0.0704645106569236,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,33,2146.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.927629102801804,1.0,0.072370897198196,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,34,2214.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9253396094066456,1.0,0.07466039059335439,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,35,2291.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.923354845130789,1.0,0.07664515486921097,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,36,2360.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9214345540427656,1.0,0.07856544595723436,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,37,2429.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9193554583944806,1.0,0.08064454160551937,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,38,2498.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9176318068702314,1.0,0.08236819312976862,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,39,2568.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.915372391205154,1.0,0.08462760879484599,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,40,2637.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9130338659872416,1.0,0.08696613401275843,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,41,2705.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9107521298655398,1.0,0.08924787013446023,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,42,2773.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9058751466838152,1.0,0.09412485331618481,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,43,2873.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.9040442106041152,1.0,0.09595578939588478,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,44,2939.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8993067119808494,1.0,0.10069328801915056,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,45,3009.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8942093783240507,1.0,0.10579062167594933,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,46,3080.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.886323743952892,1.0,0.11367625604710796,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,47,3150.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8768522594339545,1.0,0.1231477405660455,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,48,3222.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8682770327258112,1.0,0.13172296727418875,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,49,3292.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8605185883665054,1.0,0.1394814116334946,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,50,3363.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8521667125882578,1.0,0.14783328741174218,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,51,3437.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8421065534690138,1.0,0.15789344653098625,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,52,3516.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.832653583951811,1.0,0.167346416048189,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,53,3588.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8234757049147758,1.0,0.17652429508522416,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,54,3661.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.814529665899353,1.0,0.18547033410064695,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,55,3735.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.8054046973217989,1.0,0.19459530267820113,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,56,3809.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.796385037390422,1.0,0.203614962609578,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,57,3885.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Best-single-selected,Best-single-selected,per_fold_selected,RandomForest,paper_335_350,prediction_only,0.0,0.7872258929005924,1.0,0.21277410709940758,0.0,0.0,0.0,4448.421875,1,0.002750365803538767
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,0,0.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,1.0,1.0,0.0,0.002029999905062141,0.0,0.002029999905062141,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,1,0.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9975320893154902,1.0,0.0024679106845097998,0.000580000005356851,0.0,0.000580000005356851,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,2,68.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.992897045247222,1.0,0.007102954752778001,0.0004599999101628782,0.0,0.0004599999101628782,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,3,130.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9905670091210168,1.0,0.009432990878983194,0.0004500000159168849,0.0,0.0004500000159168849,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,4,194.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9880298684300552,1.0,0.011970131569944753,0.0004999999418942025,0.0,0.0004999999418942025,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,5,257.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.985545565016746,1.0,0.01445443498325405,0.0004399998942972161,0.0,0.0004399998942972161,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,6,322.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9831877197970388,1.0,0.016812280202961216,0.00036999995245423634,0.0,0.00036999995245423634,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,7,388.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9808167750306488,1.0,0.01918322496935121,0.0004200001058052294,0.0,0.0004200001058052294,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,8,454.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9778996011224568,1.0,0.022100398877543226,0.00040000008993956726,0.0,0.00040000008993956726,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,9,521.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9759381818487788,1.0,0.024061818151221215,0.0004200001058052294,0.0,0.0004200001058052294,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,10,587.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9734318507061488,1.0,0.026568149293851206,0.00035999983083456755,0.0,0.00035999983083456755,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,11,653.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.971709296909272,1.0,0.02829070309072801,0.00038999996831989847,0.0,0.00038999996831989847,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,12,720.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9688593039164308,1.0,0.031140696083569175,0.0004399998942972161,0.0,0.0004399998942972161,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,13,787.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.967413084690762,1.0,0.03258691530923796,0.00035999983083456755,0.0,0.00035999983083456755,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,14,853.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9651173708404834,1.0,0.034882629159516565,0.0004099999841855606,0.0,0.0004099999841855606,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,15,920.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9633435897661076,1.0,0.036656410233892434,0.0003900001956935739,0.0,0.0003900001956935739,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,16,986.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.961298743211923,1.0,0.03870125678807701,0.0003800000740739051,0.0,0.0003800000740739051,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,17,1052.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9590394739104976,1.0,0.0409605260895024,0.00038899997889529914,0.0,0.00038899997889529914,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,18,1128.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.956851776433912,1.0,0.04314822356608805,0.00043000000005122274,0.0,0.00043000000005122274,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,19,1202.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9546106562250832,1.0,0.04538934377491677,0.00041999987843155395,0.0,0.00041999987843155395,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,20,1269.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.952680119681555,1.0,0.04731988031844503,0.00036999995245423634,0.0,0.00036999995245423634,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,21,1336.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9501367585354644,1.0,0.04986324146453558,0.0004099999841855606,0.0,0.0004099999841855606,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,22,1404.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9486053556655002,1.0,0.051394644334499806,0.00044000012167089153,0.0,0.00044000012167089153,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,23,1471.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9464911327412204,1.0,0.05350886725877957,0.00047999992602854036,0.0,0.00047999992602854036,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,24,1536.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9444999284647654,1.0,0.05550007153523462,0.00041099997361015994,0.0,0.00041099997361015994,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,25,1611.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9430447810564422,1.0,0.05695521894355782,0.00040000008993956726,0.0,0.00040000008993956726,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,26,1678.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9413253740780464,1.0,0.058674625921953605,0.00037099994187883567,0.0,0.00037099994187883567,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,27,1744.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9391856106968348,1.0,0.060814389303165184,0.00041999987843155395,0.0,0.00041999987843155395,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,28,1811.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9370847800465328,1.0,0.06291521995346716,0.00037099994187883567,0.0,0.00037099994187883567,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,29,1875.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9356552462769672,1.0,0.06434475372303283,0.00037099994187883567,0.0,0.00037099994187883567,36565.6484375,3,0.0027616381197246615
Dataset 3,BMS-3B_structured_missing_fast_pruned,Cell52,30,1942.0,only_full_27_36,single_window_only_diagnostic,full_27_36,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,prediction_only,0.0,0.9331770901369528,1.0,0.06682290986304718,0.000368999963029637,0.0,0.000368999963029637,36565.6484375,3,0.0027616381197246615
